"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"1867",2013,3,103469.304557731,0,2,11,0,0,1,101,2,42,1,11,114,1,10,72,40,67133.3687316991,67133.3687316991,0,0,1.19165776291851
"1868",2017,4,84852.177824072,0,2,11,0,0,1,101,2,45,1,7,71,1,10,46,40,27519.6252402396,27519.6252402396,0,0,1.30815734900926
"1869",2008,4,109402.847935144,0,1,11,2,0,2,201,2,40,1,6,63,1,10,33,3,567.043686003922,567.043686003922,0,0,1.09339018368985
"1870",2010,3,51680.3493995884,1,0,0,1,0,3,301,2,33,6,6,63,1,10,72,22,8910.40506889455,8910.40506889455,0,0,1.12228343410662
"1871",2014,0,122094.525124902,0,0,0,0,0,3,303,2,33,4,6,63,3,30,33,25,4104.56952615148,4104.56952615148,0,0,1.21815453926251
"1872",2008,4,169198.519210848,0,1,11,2,2,2,201,2,35,1,11,114,1,10,72,45,89629.4858522329,89629.4858522329,0,0,1.09339018368985
"1873",2008,0,33932.0770877928,0,0,0,0,0,1,101,2,44,5,6,63,1,10,72,40,33932.0770877928,15547.9720355914,0,0,1.09339018368985
"1874",2010,1,62372.8354822618,0,1,11,2,0,2,201,2,33,1,10,101,1,10,72,40,40096.8228100255,40096.8228100255,0,0,1.12228343410662
"1875",2009,3,63341.5704904269,0,1,11,0,0,2,201,2,43,1,2,26,1,10,72,14,13457.8407557564,0,0,0,1.11459187786748
"1876",2006,1,34195.4020108578,0,0,0,2,0,1,101,2,31,4,8,81,1,10,72,40,27200.8879631823,21372.1262567861,0,0,1.0293781599299
"1877",2013,4,35245.018584142,0,1,21,0,0,11,1114,2,49,5,6,63,1,10,72,16,8391.67109146239,8391.67109146239,0,0,1.19165776291851
"1878",2017,0,40056.3434052376,0,2,11,0,0,1,101,2,55,1,6,65,1,10,72,40,17505.5393889302,17505.5393889302,0,0,1.30815734900926
"1879",2009,4,26018.4921277957,0,0,0,3,0,1,101,2,38,4,10,101,1,10,72,40,26018.4921277957,26018.4921277957,0,0,1.11459187786748
"1880",2016,4,31169.204191303,0,1,21,0,0,11,1114,2,27,6,7,71,1,10,72,61,17699.0958473228,17699.0958473228,0,0,1.27690138496078
"1881",2007,3,185609.262280285,0,2,11,1,0,1,101,2,49,1,10,101,1,10,72,40,86680.4676638895,86680.4676638895,0,0,1.06136944665247
"1882",2017,1,92190.7445548025,0,2,11,3,0,1,101,2,35,1,1,14,1,10,72,40,57332.5525838324,57332.5525838324,0,0,1.30815734900926
"1883",2014,1,84554.1322387205,0,2,11,1,0,1,101,2,39,1,7,71,1,10,72,1,8209.13905230297,8209.13905230297,0,0,1.21815453926251
"1884",2014,0,122316.171879314,0,1,11,2,0,2,201,2,50,1,6,63,1,10,72,40,47613.0065033572,47613.0065033572,0,0,1.21815453926251
"1885",2007,4,64671.1663092323,0,0,0,0,0,3,301,2,25,6,10,101,1,10,59,8,1884.35799269325,1884.35799269325,0,0,1.06136944665247
"1886",2010,3,77520.5240993826,0,1,11,3,0,2,201,2,42,1,6,63,1,10,33,30,10692.4860826735,10692.4860826735,0,0,1.12228343410662
"1887",2006,1,27200.8879631823,0,0,0,0,0,1,101,2,52,5,6,62,1,10,72,40,27200.8879631823,27200.8879631823,0,0,1.0293781599299
"1888",2012,4,191626.331416964,0,2,11,3,0,1,101,2,54,1,10,101,1,10,72,5,10279.4634644773,7709.59759835797,0,0,1.16737610299101
"1889",2011,1,155932.877944708,0,1,11,2,1,2,201,2,40,1,11,114,1,10,72,40,78842.4663765375,78842.4663765375,0,0,1.14151680098611
"1890",2011,4,9811.50692685801,0,0,0,3,0,1,101,2,38,6,2,25,1,10,72,40,9811.50692685801,9811.50692685801,0,0,1.14151680098611
"1891",2007,3,68402.195134765,0,2,11,3,2,1,101,2,39,1,11,115,1,10,72,40,36744.9808575184,36744.9808575184,0,0,1.06136944665247
"1892",2011,3,45553.425017555,0,2,11,0,0,1,101,2,45,1,8,81,1,10,72,16,11388.3562543888,11388.3562543888,0,0,1.14151680098611
"1893",2019,4,145550.209224395,0,0,0,0,0,3,301,2,25,6,7,71,1,10,33,20,7316.62907210027,7316.62907210027,0,0,1.38041711565142
"1894",2011,2,17520.548083675,0,0,0,0,0,1,101,2,40,6,6,63,1,10,72,43,17520.548083675,17520.548083675,0,0,1.14151680098611
"1895",2008,2,18474.6491246439,0,0,0,0,0,1,101,2,48,5,11,114,2,20,7,40,16645.4759439861,14176.0921500981,0,0,1.09339018368985
"1896",2018,1,47611.6725734073,0,0,0,0,0,3,301,2,38,6,6,63,1,10,7,30,11623.5069193295,11623.5069193295,0,0,1.34210786024119
"1897",2019,4,170238.399202333,0,2,11,2,1,1,101,2,40,1,11,114,1,10,72,40,83308.1528011417,83308.1528011417,0,0,1.38041711565142
"1898",2012,2,35635.4733435213,0,0,0,1,0,1,101,2,46,4,10,101,1,10,59,40,35635.4733435213,35635.4733435213,0,0,1.16737610299101
"1899",2010,3,170277.840866575,0,1,11,0,0,2,201,2,49,1,10,101,1,10,72,45,89104.0506889455,89104.0506889455,0,0,1.12228343410662
"1900",2008,4,32010.5306615117,0,4,21,2,2,1,101,2,31,6,10,101,1,10,72,25,22864.6647582227,22864.6647582227,0,0,1.09339018368985
"1901",2014,3,64893.2442084549,0,0,0,0,0,1,101,2,53,4,6,65,1,10,72,40,64893.2442084549,64852.1985131934,0,0,1.21815453926251
"1902",2006,3,122598.2878912,0,2,11,1,0,1,101,2,54,1,11,114,1,10,72,50,72859.5213299527,72859.5213299527,0,0,1.0293781599299
"1903",2010,3,86074.5129655214,0,5,21,1,0,1,101,2,28,6,6,63,1,10,72,40,29404.336727352,29404.336727352,0,0,1.12228343410662
"1904",2008,1,73990.0551576086,0,1,11,0,0,2,201,2,54,1,6,63,1,10,20,40,26431.5524605054,13261.5055597692,0,0,1.09339018368985
"1905",2012,0,18845.6830182084,0,1,11,1,0,2,201,2,40,1,5,50,1,10,72,50,18845.6830182084,18845.6830182084,0,0,1.16737610299101
"1906",2016,4,82308.6271483905,0,2,21,0,0,1,101,2,31,6,11,114,1,10,72,40,48633.35628844,48555.0417050448,0,0,1.27690138496078
"1907",2005,3,70000,0,1,11,2,0,2,201,2,40,1,8,81,1,10,72,40,25000,25000,0,0,1
"1908",2007,4,72265.1290197861,0,1,11,0,0,2,201,2,53,1,6,62,1,10,72,40,19503.1052243751,19503.1052243751,0,0,1.06136944665247
"1909",2008,4,139017.161729994,1,0,0,2,0,3,301,2,37,4,10,101,1,10,72,40,21950.0781678938,13718.7988549336,0,0,1.09339018368985
"1910",2016,3,45422.4583692355,0,2,11,2,1,1,101,2,30,1,7,71,1,10,72,25,15662.9166790467,15662.9166790467,0,0,1.27690138496078
"1911",2008,4,109796.120168985,0,1,11,1,1,2,201,2,29,1,11,114,1,10,72,40,59448.128371379,59448.128371379,0,0,1.09339018368985
"1912",2015,4,56192.5596825675,0,2,11,0,0,1,101,2,25,1,11,115,1,10,72,40,20068.7713152027,20068.7713152027,0,0,1.24571652182123
"1913",2011,2,58693.8360803113,0,0,0,0,0,1,101,2,41,6,11,116,1,10,72,40,58693.8360803113,58693.8360803113,0,0,1.14151680098611
"1914",2018,2,134117.387530725,0,0,0,0,0,11,1115,2,25,6,11,115,1,10,72,30,67058.6937653624,67058.6937653624,0,0,1.34210786024119
"1915",2006,4,122792.57994808,0,0,0,0,0,3,301,2,45,2,5,50,1,10,72,45,97146.0284399369,97146.0284399369,0,0,1.0293781599299
"1916",2006,0,52264.5633006861,0,2,11,0,0,1,101,2,26,1,8,81,1,10,72,36,23120.754768705,22343.5865411855,0,0,1.0293781599299
"1917",2015,0,58199.4368140877,2,5,11,1,1,3,301,2,32,1,6,63,1,10,72,40,9231.63480499322,9231.63480499322,0,0,1.24571652182123
"1918",2013,4,42487.0307360741,2,6,11,2,1,3,301,2,34,1,10,101,1,10,72,20,7552.50398231615,7552.50398231615,0,0,1.19165776291851
"1919",2011,3,14892.4658711238,0,2,11,2,1,1,101,2,27,1,7,71,1,10,72,40,14892.4658711238,14892.4658711238,0,0,1.14151680098611
"1920",2015,3,4977.05528617026,0,1,11,2,0,2,201,2,32,1,2,26,3,30,7,18,1444.95153469459,1444.95153469459,0,0,1.24571652182123
"1921",2018,2,52156.7618175041,0,0,0,0,0,1,101,2,29,6,10,101,1,10,72,45,52156.7618175041,52156.7618175041,0,0,1.34210786024119
"1922",2013,3,33566.6843658496,0,1,11,2,0,2,201,2,43,1,6,63,1,10,72,40,16783.3421829248,16783.3421829248,0,0,1.19165776291851
"1923",2007,2,110894.467869998,0,2,11,1,0,1,101,2,47,1,8,81,1,10,72,40,28265.3698903987,28265.3698903987,0,0,1.06136944665247
"1924",2018,3,76148.872253556,0,0,0,0,0,4,401,2,26,2,4,40,3,30,72,20,9909.78474532578,9909.78474532578,0,0,1.34210786024119
"1925",2013,3,41874.4387463973,0,0,0,2,0,1,101,2,44,5,6,64,1,10,72,40,41874.4387463973,33566.6843658496,0,0,1.19165776291851
"1926",2019,4,63024.4286408637,0,1,11,1,0,2,201,2,50,1,11,116,1,10,33,28,21008.1428802879,18110.4680002482,0,0,1.38041711565142
"1927",2012,1,65959.8905637293,0,1,11,2,0,2,201,2,41,1,7,71,1,10,72,28,20558.9269289546,20558.9269289546,0,0,1.16737610299101
"1928",2010,2,55244.5114271462,0,1,11,0,0,2,201,2,30,1,7,71,1,10,20,50,19602.891151568,8910.40506889455,0,0,1.12228343410662
"1929",2011,3,369683.564565543,0,1,11,2,0,2,201,2,46,1,6,63,1,10,7,2,21024.65770041,21024.65770041,0,0,1.14151680098611
"1930",2015,4,20951.7972530716,0,0,0,1,0,1,101,2,49,6,6,63,1,10,72,40,20951.7972530716,19025.1952068121,0,0,1.24571652182123
"1931",2009,4,14265.3112011018,0,2,11,1,1,1,101,2,31,1,8,81,1,10,72,21,6998.07719299334,6998.07719299334,0,0,1.11459187786748
"1932",2015,0,53784.3071247431,0,2,11,0,0,1,101,2,55,1,8,81,1,10,72,45,24082.5255782432,24082.5255782432,0,0,1.24571652182123
"1933",2013,0,34321.9347640812,1,0,0,2,0,12,1260,2,34,4,6,63,1,10,72,40,27692.5146018259,27692.5146018259,0,0,1.19165776291851
"1934",2017,4,64212.4588938923,0,2,11,1,0,1,101,2,44,1,8,81,1,10,72,42,24461.8891024352,24461.8891024352,0,0,1.30815734900926
"1935",2010,4,82688.5590393414,0,2,11,2,0,1,101,2,34,1,6,65,1,10,72,35,45264.8577499843,40987.8633169149,0,0,1.12228343410662
"1936",2009,3,122466.350877383,0,1,11,3,1,2,201,2,38,1,10,101,1,10,72,40,61906.0674764795,61906.0674764795,0,0,1.11459187786748
"1937",2012,3,31009.7147845065,0,0,0,3,1,1,101,2,35,6,7,71,1,12,33,40,10279.4634644773,10279.4634644773,0,0,1.16737610299101
"1938",2015,4,68233.8224716891,0,1,11,0,0,2,201,2,47,1,6,64,1,10,72,40,20068.7713152027,20068.7713152027,0,0,1.24571652182123
"1939",2016,3,27723.3625219127,0,2,11,2,0,1,101,2,47,1,6,61,1,10,20,40,5482.02083766635,5482.02083766635,0,0,1.27690138496078
"1940",2013,0,98350.3851919392,0,1,11,2,0,2,201,2,41,1,10,101,1,10,72,40,54797.6122272494,54545.8620945055,0,0,1.19165776291851
"1941",2012,0,146910.665346488,0,2,11,3,0,1,101,2,50,1,11,114,1,12,59,40,50540.6953670133,50540.6953670133,0,0,1.16737610299101
"1942",2009,2,164230.516689414,0,1,11,0,0,2,201,2,32,1,10,101,1,10,72,40,34990.3859649667,34990.3859649667,0,0,1.11459187786748
"1943",2014,3,62389.4567975025,0,2,11,0,0,1,101,2,55,1,6,63,1,10,72,24,4515.02647876663,9030.05295753326,0,0,1.21815453926251
"1944",2011,3,96363.0144602126,0,1,11,3,0,2,201,2,37,1,10,101,1,10,46,40,17520.548083675,17520.548083675,0,0,1.14151680098611
"1945",2007,3,69721.2457296503,0,1,11,1,1,2,201,2,36,1,10,101,1,10,72,40,30149.727883092,30149.727883092,0,0,1.06136944665247
"1946",2015,2,112385.119365135,0,2,11,2,0,1,101,2,45,1,10,101,1,10,72,36,64220.0682086485,64220.0682086485,0,0,1.24571652182123
"1947",2013,4,72671.8716520643,0,2,11,0,0,1,101,2,55,1,4,40,1,10,72,38,10070.0053097549,10070.0053097549,0,0,1.19165776291851
"1948",2009,1,98780.5511472521,0,1,11,1,0,2,201,2,52,1,8,81,1,10,33,25,16149.4089069077,16149.4089069077,0,0,1.11459187786748
"1949",2016,0,102357.16049757,0,2,11,1,0,1,101,2,28,1,6,63,1,10,72,40,17542.4666805323,15662.9166790467,0,0,1.27690138496078
"1950",2012,4,291251.464826856,0,1,11,2,0,2,201,2,48,1,11,114,1,10,72,50,162758.17152089,162758.17152089,0,0,1.16737610299101
"1951",2005,4,35000,0,0,0,1,0,1,101,2,42,4,10,101,1,12,72,40,35000,35000,0,0,1
"1952",2018,3,117725.262388081,1,0,0,4,1,3,301,2,31,6,6,63,1,10,72,40,18627.4149348229,18627.4149348229,0,0,1.34210786024119
"1953",2015,4,65022.8190612566,0,1,11,1,0,2,201,2,54,1,6,63,1,10,72,60,24082.5255782432,0,0,0,1.24571652182123
"1954",2016,3,55619.0171272949,0,0,0,0,0,7,701,2,30,6,7,71,1,10,72,40,21943.7462673444,21928.0833506654,0,0,1.27690138496078
"1955",2012,4,57393.6710099982,0,1,11,0,0,2,201,2,54,1,6,65,1,10,72,37,20558.9269289546,20558.9269289546,0,0,1.16737610299101
"1956",2016,4,67350.5417199009,0,1,21,0,0,11,1114,2,38,6,10,101,1,10,72,50,32108.9791920458,31325.8333580934,0,0,1.27690138496078
"1957",2016,4,16132.8041794181,0,2,11,1,0,1,101,2,33,1,10,101,1,10,20,16,4385.61667013308,4385.61667013308,0,0,1.27690138496078
"1958",2019,3,130830.020833793,0,1,11,1,0,2,201,2,53,1,11,114,1,10,72,52,63024.4286408637,63024.4286408637,0,0,1.38041711565142
"1959",2008,4,103622.660684265,0,1,11,2,0,2,201,2,47,1,8,81,1,10,72,30,15730.8893536572,15730.8893536572,0,0,1.09339018368985
"1960",2012,3,182546.138690009,0,2,11,1,0,1,101,2,50,1,10,101,1,10,72,20,11221.7476153877,11221.7476153877,0,0,1.16737610299101
"1961",2005,2,142000,0,2,11,1,0,1,101,2,50,1,10,101,1,10,59,40,86000,86000,0,0,1
"1962",2017,4,53510.3824115769,0,0,0,0,0,1,101,2,34,6,11,114,1,10,72,40,53510.3824115769,53510.3824115769,0,0,1.30815734900926
"1963",2009,1,92859.1012147193,0,1,11,2,0,2,201,2,38,1,11,114,1,10,72,35,52036.9842555915,52036.9842555915,0,0,1.11459187786748
"1964",2010,3,85094.368407943,0,1,11,2,0,2,201,2,46,1,6,63,1,10,72,24,22721.5329256811,22721.5329256811,0,0,1.12228343410662
"1965",2013,1,57063.3634219442,0,2,11,3,0,1,101,2,37,1,10,101,1,10,72,40,15944.1750737785,15944.1750737785,0,0,1.19165776291851
"1966",2012,4,40775.2050757599,0,1,11,2,0,2,201,2,40,1,6,65,1,10,72,40,19702.3049735815,19702.3049735815,0,0,1.16737610299101
"1967",2012,1,60820.1588314906,0,1,11,0,0,2,201,2,52,1,6,65,1,10,72,35,12849.3293305966,12849.3293305966,0,0,1.16737610299101
"1968",2005,3,62500,0,0,0,0,0,1,101,2,50,4,11,114,3,30,72,50,55000,55000,0,0,1
"1969",2019,0,47449.4261606503,0,2,21,1,1,1,101,2,34,6,7,71,1,10,72,40,29338.9581604021,28976.7488003971,0,0,1.38041711565142
"1970",2017,1,60390.2887216368,0,0,0,0,0,12,1260,2,32,6,6,65,1,10,72,30,11466.5105167665,11466.5105167665,0,0,1.30815734900926
"1971",2018,2,148274.22288119,0,2,11,0,0,1,101,2,28,1,10,101,1,10,72,60,77490.0461288632,74509.6597392916,0,0,1.34210786024119
"1972",2014,3,36941.1257353633,0,0,0,0,0,3,301,2,47,6,10,101,1,10,72,40,26269.2449673695,26269.2449673695,0,0,1.21815453926251
"1973",2008,1,32010.5306615117,0,6,21,4,2,1,101,2,27,6,7,71,1,10,7,40,13718.7988549336,13718.7988549336,0,0,1.09339018368985
"1974",2014,4,29552.9005882907,0,1,11,0,0,2,201,2,37,1,10,101,1,10,33,28,9030.05295753326,9030.05295753326,0,0,1.21815453926251
"1975",2011,4,52561.644251025,0,0,0,1,1,1,101,2,38,3,11,114,1,10,72,40,52561.644251025,52561.644251025,0,0,1.14151680098611
